name,latitude,longitude,scientificName,publishingCountry,stateProvince,year,month,day,eventDate,individualCount
Asclepias speciosa Torr.,45.908231,-117.471686,Asclepias speciosa Torr.,US,Oregon,2020,6,6,2020-06-06,NA
Asclepias speciosa Torr.,40.924861,-112.166397,Asclepias speciosa Torr.,US,Utah,2020,6,1,2020-06-01,NA
Asclepias speciosa Torr.,39.830977,-104.815943,Asclepias speciosa Torr.,US,Colorado,2020,6,8,2020-06-08,NA
Asclepias speciosa Torr.,50.167004,-120.949512,Asclepias speciosa Torr.,CA,British Columbia,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,41.018695,-112.19263,Asclepias speciosa Torr.,US,Utah,2020,6,1,2020-06-01,NA
Asclepias speciosa Torr.,41.048113,-112.25113,Asclepias speciosa Torr.,US,Utah,2020,6,7,2020-06-07,NA
Asclepias speciosa Torr.,37.479167,-118.401667,Asclepias speciosa Torr.,US,California,2020,6,6,2020-06-06,NA
Asclepias speciosa Torr.,39.913692,-105.031104,Asclepias speciosa Torr.,US,Colorado,2020,6,5,2020-06-05,NA
Asclepias speciosa Torr.,41.374186,-123.455091,Asclepias speciosa Torr.,US,California,2020,6,3,2020-06-03,NA
Asclepias speciosa Torr.,43.69803,-116.592029,Asclepias speciosa Torr.,US,Idaho,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,39.818705,-104.865233,Asclepias speciosa Torr.,US,Colorado,2020,6,10,2020-06-10,NA
Asclepias speciosa Torr.,40.442058,-104.790017,Asclepias speciosa Torr.,US,Colorado,2020,6,8,2020-06-08,NA
Asclepias speciosa Torr.,36.804011,-118.720247,Asclepias speciosa Torr.,US,California,2020,6,10,2020-06-10,NA
Asclepias speciosa Torr.,38.939004,-121.565692,Asclepias speciosa Torr.,US,California,2020,6,8,2020-06-08,NA
Asclepias speciosa Torr.,40.925386,-112.16698,Asclepias speciosa Torr.,US,Utah,2020,6,1,2020-06-01,NA
Asclepias speciosa Torr.,40.362083,-111.868692,Asclepias speciosa Torr.,US,Utah,2020,6,6,2020-06-06,NA
Asclepias speciosa Torr.,40.925374,-112.166984,Asclepias speciosa Torr.,US,Utah,2020,6,1,2020-06-01,NA
Asclepias speciosa Torr.,37.744378,-119.593358,Asclepias speciosa Torr.,US,California,2020,6,7,2020-06-07,NA
Asclepias speciosa Torr.,39.753497,-104.889236,Asclepias speciosa Torr.,US,Colorado,2020,6,9,2020-06-09,NA
Asclepias speciosa Torr.,39.49802,-119.912225,Asclepias speciosa Torr.,US,Nevada,2020,6,9,2020-06-09,NA
Asclepias speciosa Torr.,38.619742,-121.308975,Asclepias speciosa Torr.,US,California,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,38.806215,-104.858137,Asclepias speciosa Torr.,US,Colorado,2020,6,10,2020-06-10,NA
Asclepias speciosa Torr.,42.588611,-114.382778,Asclepias speciosa Torr.,US,Idaho,2020,6,10,2020-06-10,NA
Asclepias speciosa Torr.,39.947183,-105.028711,Asclepias speciosa Torr.,US,Colorado,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,39.756792,-105.006328,Asclepias speciosa Torr.,US,Colorado,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,47.443564,-120.319195,Asclepias speciosa Torr.,US,Washington,2020,6,9,2020-06-09,NA
Asclepias speciosa Torr.,39.813924,-104.859192,Asclepias speciosa Torr.,US,Colorado,2020,6,9,2020-06-09,NA
Asclepias speciosa Torr.,39.887411,-105.133576,Asclepias speciosa Torr.,US,Colorado,2020,6,8,2020-06-08,NA
Asclepias speciosa Torr.,37.739633,-119.571606,Asclepias speciosa Torr.,US,California,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,39.671088,-104.842378,Asclepias speciosa Torr.,US,Colorado,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,45.847647,-119.697503,Asclepias speciosa Torr.,US,Oregon,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,39.885831,-105.131613,Asclepias speciosa Torr.,US,Colorado,2020,6,9,2020-06-09,NA
Asclepias speciosa Torr.,40.660642,-98.914238,Asclepias speciosa Torr.,US,Nebraska,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,40.170216,-104.978419,Asclepias speciosa Torr.,US,Colorado,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,39.520252,-105.3057,Asclepias speciosa Torr.,US,Colorado,2020,6,18,2020-06-18,NA
Asclepias speciosa Torr.,41.379341,-123.474147,Asclepias speciosa Torr.,US,California,2020,6,18,2020-06-18,NA
Asclepias speciosa Torr.,40.760056,-111.822028,Asclepias speciosa Torr.,US,Utah,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,42.570883,-103.721451,Asclepias speciosa Torr.,US,Nebraska,2020,6,23,2020-06-23,NA
Asclepias speciosa Torr.,39.583378,-105.002451,Asclepias speciosa Torr.,US,Colorado,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,38.841226,-104.608886,Asclepias speciosa Torr.,US,Colorado,2020,6,11,2020-06-11,NA
Asclepias speciosa Torr.,39.613455,-105.029839,Asclepias speciosa Torr.,US,Colorado,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,39.855254,-105.131941,Asclepias speciosa Torr.,US,Colorado,2020,6,12,2020-06-12,NA
Asclepias speciosa Torr.,38.712204,-104.717923,Asclepias speciosa Torr.,US,Colorado,2020,6,18,2020-06-18,NA
Asclepias speciosa Torr.,37.746553,-119.591903,Asclepias speciosa Torr.,US,California,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,43.821688,-117.009685,Asclepias speciosa Torr.,US,Idaho,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,38.271613,-104.65383,Asclepias speciosa Torr.,US,Colorado,2020,6,25,2020-06-25,NA
Asclepias speciosa Torr.,40.654755,-122.903259,Asclepias speciosa Torr.,US,California,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,40.403362,-105.051133,Asclepias speciosa Torr.,US,Colorado,2020,6,23,2020-06-23,NA
Asclepias speciosa Torr.,40.065611,-105.287448,Asclepias speciosa Torr.,US,Colorado,2020,6,21,2020-06-21,NA
Asclepias speciosa Torr.,39.63395,-104.772752,Asclepias speciosa Torr.,US,Colorado,2020,6,22,2020-06-22,NA
Asclepias speciosa Torr.,46.617464,-120.467104,Asclepias speciosa Torr.,US,Washington,2020,6,20,2020-06-20,NA
Asclepias speciosa Torr.,43.33962,-116.599035,Asclepias speciosa Torr.,US,Idaho,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,39.579753,-104.704322,Asclepias speciosa Torr.,US,Colorado,2020,6,24,2020-06-24,NA
Asclepias speciosa Torr.,49.101104,-111.978713,Asclepias speciosa Torr.,CA,Alberta,2020,6,24,2020-06-24,NA
Asclepias speciosa Torr.,43.343514,-116.5984,Asclepias speciosa Torr.,US,Idaho,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,40.565546,-105.055805,Asclepias speciosa Torr.,US,Colorado,2020,6,15,2020-06-15,NA
Asclepias speciosa Torr.,40.564623,-105.016824,Asclepias speciosa Torr.,US,Colorado,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,36.265403,-105.795425,Asclepias speciosa Torr.,US,New Mexico,2020,6,22,2020-06-22,NA
Asclepias speciosa Torr.,37.741489,-119.570065,Asclepias speciosa Torr.,US,California,2020,6,17,2020-06-17,NA
Asclepias speciosa Torr.,49.294172,-119.520018,Asclepias speciosa Torr.,US,British Columbia,2020,6,6,2020-06-06,NA
Asclepias speciosa Torr.,45.525903,-107.416672,Asclepias speciosa Torr.,US,Montana,2020,6,17,2020-06-17,NA
Asclepias speciosa Torr.,38.558293,-121.782484,Asclepias speciosa Torr.,US,California,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,37.071944,-118.355,Asclepias speciosa Torr.,US,California,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,45.582358,-122.536828,Asclepias speciosa Torr.,US,Oregon,2020,6,10,2020-06-10,NA
Asclepias speciosa Torr.,45.582347,-122.685332,Asclepias speciosa Torr.,US,Oregon,2020,6,19,2020-06-19,NA
Asclepias speciosa Torr.,39.997635,-105.113271,Asclepias speciosa Torr.,US,Colorado,2020,6,19,2020-06-19,NA
Asclepias speciosa Torr.,49.849264,-119.376377,Asclepias speciosa Torr.,CA,British Columbia,2020,6,20,2020-06-20,NA
Asclepias speciosa Torr.,50.745358,-121.207138,Asclepias speciosa Torr.,CA,British Columbia,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,39.617127,-105.010728,Asclepias speciosa Torr.,US,Colorado,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,49.310162,-119.545075,Asclepias speciosa Torr.,CA,British Columbia,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,40.44139,-104.789654,Asclepias speciosa Torr.,US,Colorado,2020,6,15,2020-06-15,NA
Asclepias speciosa Torr.,44.564566,-123.262043,Asclepias speciosa Torr.,US,NA,2020,6,17,2020-06-17,NA
Asclepias speciosa Torr.,39.226798,-108.750135,Asclepias speciosa Torr.,US,Colorado,2020,6,16,2020-06-16,NA
Asclepias speciosa Torr.,39.84795,-105.360736,Asclepias speciosa Torr.,US,Colorado,2020,6,13,2020-06-13,NA
Asclepias speciosa Torr.,39.947159,-105.1047,Asclepias speciosa Torr.,US,Colorado,2020,6,8,2020-06-08,NA
Asclepias speciosa Torr.,49.240217,-119.586953,Asclepias speciosa Torr.,CA,British Columbia,2020,6,5,2020-06-05,NA
Asclepias speciosa Torr.,40.698872,-111.923007,Asclepias speciosa Torr.,US,Utah,2020,6,21,2020-06-21,NA
Asclepias speciosa Torr.,49.636736,-100.020055,Asclepias speciosa Torr.,CA,Manitoba,2020,6,14,2020-06-14,NA
Asclepias speciosa Torr.,46.61744,-120.467068,Asclepias speciosa Torr.,US,Washington,2020,6,20,2020-06-20,NA
Asclepias speciosa Torr.,43.75047,-101.930986,Asclepias speciosa Torr.,US,South Dakota,2020,6,16,2020-06-16,NA
